model,resize,variant,seed,epochs,endpoint,top1,native_image_size,patch_size,validation_batch_size,resumed_within_same_job,summary_path,summary_sha256,args_sha256,manifest_path,manifest_sha256,completion_path,completion_sha256,checkpoint_path,recorded_checkpoint_sha256,fresh_checkpoint_hash,checkpoint_parity_receipt,parity_receipt_sha256,runtime_tree_sha256,protocol_sha256,created_at,completed_at,audit_pass
mn_l2,192,spatial_r2,42,200,epoch199_ema_top1,70.65,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r192/seed42/summary.csv,763397f08bf5fa30529f0c0a8c90e5acaea6a2dfcf4d33dd64b8b9e14ea4e5fe,f4b4c25b231eac869008cf59b7226f3ebf85f480b23721c887df7d3b1dfa71bf,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r192/seed42/manifest.json,a70b9fbf8080799c1cad1a9bd723a8e0cb55aa28e8eca10d33e032cca63432c8,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r192/seed42/completion.json,59d2d28383e45bbb64735f2c4543db7af9a8a2087788ee28ab5cd50811c69932,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r192/seed42/last.pth.tar,ec01e495eeecc4b5dc3ab11fd38b678536f599b2147bd465543fab4a66e113b2,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r2_r192_seed42.json,72915bc69e2d1f376b14f130624eec8cf6798d9e55440ae31a3c23d9dd6c67be,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T13:12:38+00:00,2026-08-17T20:43:44+00:00,True
mn_l2,192,spatial_r3,42,200,epoch199_ema_top1,70.85,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r192/seed42/summary.csv,63e91d0ee6f33c101b1df6790a673f95e6da445479d975b3a6aca93dffc1b54f,0be8f946c77acf71394a71b91d87ac61a16fb69950f2007af230c66ce7710061,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r192/seed42/manifest.json,7cc5f4eea448d12767ced64bcb42e01f122c7895ee4d386997306e2dec66c81c,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r192/seed42/completion.json,d6cc99f27263b306215d7f613a21f4b745cbcfe7420603a64b6269571720b0b2,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r192/seed42/last.pth.tar,bb1b3c875f4058f8b206f5076a70b49d590a40552e73108dfc563594cd40d169,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r3_r192_seed42.json,1e71561500e8195f35a2c290fbb6301757f18f1cb1cff26377d628a56e926f12,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T13:21:41+00:00,2026-08-17T20:58:43+00:00,True
mn_l2,192,spatial_r4,42,200,epoch199_ema_top1,70.61,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r192/seed42/summary.csv,f46e541a2343fe34f28a3174a54b35fd8adbe298a3dde689bbf6f683569e8c04,18beabb33dfebe0d9536a1bd756c42743ab9275e516bf6f9799aacbb630cd430,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r192/seed42/manifest.json,f7b70052e73178086234e5a1bd9826e826d8090774fb80d714b5cce0f221ee4a,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r192/seed42/completion.json,4fb88bc443b4dffbf3aef59c6595a903e0756f1d86917dae33d4ec7337703ef2,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r192/seed42/last.pth.tar,785a10eb34363260a07ab27c525b8ec40d6ad9710e369fc721db0e10e749f210,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r4_r192_seed42.json,1ee580d34893528ef0165f0a9b626710a798af1f73270d8dbdecd8abdedc2c9f,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T14:13:45+00:00,2026-08-17T21:40:47+00:00,True
mn_l2,192,spatial_r8,42,200,epoch199_ema_top1,68.75,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r192/seed42/summary.csv,d21bf225c666c5b2ae2e73cc01fb6a2a88bbeedea9094bbbe55506872812434b,52dcae639271f9cecb553e91c6cb4c5c72b9cf0058ec31101a049f65dc49465c,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r192/seed42/manifest.json,8d0c4cfa9405c6d7594ad697d510c29f638ab5933ecc9c568ec26826cea26537,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r192/seed42/completion.json,0bd6c0be7724ae5e54bd2da649f1e294eccaf09dfe643f558fc483419b999c54,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r192/seed42/last.pth.tar,658f06493fc487e87c80997186108916d9ac0624f435f505955d97293b7afb25,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r8_r192_seed42.json,140bdc4626e8e1c6895dff84566a89f7fa38410c1b1f2f9c9deadbccace5733e,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T14:13:45+00:00,2026-08-17T21:40:47+00:00,True
mn_l2,224,flat_w8_historical,42,200,epoch199_ema_top1,70.53,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r224/seed42/summary.csv,8b4c318de2bcdc1e5e9a7a8e81a99545af9f6510b20606cc658cb190b97ea6dd,e70b00db170ee69a1882a2ccd8154e79439f5ce0ccf411edde54d3e7b8bb4d95,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r224/seed42/manifest.json,33efd6f3cd2f84ae4b9cd4c5a3f873a8422fd0ea8b8762f60c706fc298ac25ee,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r224/seed42/completion.json,d8c57ea60a2f56839fe1c7933aabeeef539979c1abff0ab4040cd0032cc2d451,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r224/seed42/last.pth.tar,7de67df58e3ed8fcf7ed1855fb9a6a52c7971b86c09d37560dc582522c9b97d6,False,,,2a0c7ff66c32eb167aef459fdc04d3d188deb0d2c6f1d0428dcf1b3cceedc94d,8124e12a905b10e37a95d06e877aea7d5219be6f1026074c4ea1d196eed91ce3,2026-08-12T01:50:30+00:00,2026-08-12T09:59:31+00:00,True
mn_l2,224,global,42,200,epoch199_ema_top1,69.5,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r224/seed42/summary.csv,012405cdb8f763129ad3abd9109c9a69ede7a10137e4b559ba3b917f6241dd13,fd8cc3cc08f845b599792202f828426d25da476ca7bf93eaa4a01fda5a64611c,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r224/seed42/manifest.json,6cfde3101f5d7c585811c2b7baed3e250c86ed63bdb9963b9bd4a8dc23d5a41f,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r224/seed42/completion.json,5438d4aad5c6764792eeaa2fe786e7881ead0d83c346057d339c35e31086a722,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r224/seed42/last.pth.tar,611ca621e039b49b507d1b95d7da6034f543b7a7e241cd9e62e6ef8c5c6395d0,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_global_r224_seed42.json,00d35b3f33c2bc5c904aa16aec6b76cc9d9b951dc7d58c42ec6b1593a054408a,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-16T19:29:35+00:00,2026-08-17T02:30:21+00:00,True
mn_l2,224,spatial_r1,42,200,epoch199_ema_top1,71.42,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r224/seed42/summary.csv,5d703d779b6dee6c1f23b2cf2ce657fbed40ba5a1e18fca43cd41f35aa122df5,96463001d751baf5a76d37a4cb01f8a97319212cc4b9a9edcfcc16bd476ca918,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r224/seed42/manifest.json,ee72b0e49efa41e725e0a7031ae83c7d8fcbb91173a6051ae4202b6ac14d567b,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r224/seed42/completion.json,6f109ef1c50f03fdebb3465885d674796fab6699b6a82dee14b6ec0a0197ce56,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r224/seed42/last.pth.tar,079ca44dee24188c9eca6806ef810801346820554d43d21573b32b49dd5d1d0a,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r1_r224_seed42.json,0d7e55ba40e3d8a3cc7cca82d07948bd2f47619dba2ebdf463a17d77ae813aac,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-16T19:38:43+00:00,2026-08-17T02:52:13+00:00,True
mn_l2,224,spatial_r2,42,200,epoch199_ema_top1,71.39,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r224/seed42/summary.csv,bb55a080a53bf61828e72e1d649c592b89dc6673aeb066a2a030a0396ac97f7a,9495678f7beb415baf01e2abe4a624455904323a7d6d00f2809c4e2f908a3c4c,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r224/seed42/manifest.json,5d8c550b83e676300fdce163a39ca0903d6fff0b32ad57a87d337a7a2ea305fd,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r224/seed42/completion.json,f0e2bdd2d716e7b5f1de8f885ee9c43645880d42c155310f42a2342993b99b8d,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r224/seed42/last.pth.tar,ad83c2bccff5a27c2d573a7600662f5abe2557fa3b50d56fc11bd83d46c284c5,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r2_r224_seed42.json,c1d7cc1afd9bf11e80d20275190d43bf0a0d223878dfe590eb8a6ed2976d935e,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T00:49:31+00:00,2026-08-17T08:08:16+00:00,True
mn_l2,224,spatial_r3,42,200,epoch199_ema_top1,70.53,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r224/seed42/summary.csv,20ed3b3c6970bd6df73f5aff6fb26ca05319199e97467f884991b2694f26a0e7,d2ced4f278421be702a23b39ec2b49b31ef3f545568be0d9873b022e02092b96,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r224/seed42/manifest.json,f6150d6261c7dac31093f33ee1153771a72888db05614759f51ad0648a0060b2,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r224/seed42/completion.json,2d50b9dc34ba611e1c4bf48a4f2a4a3780ac783097fde6fa8e2484b3b37597cc,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r224/seed42/last.pth.tar,d4ac70c9f4b84c7e2c70e83249bd1827da94cd849cfded0a9ef809f456fb11d6,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r3_r224_seed42.json,744c6f41d7efc2e6f2d09e3169dbd929240ef9d0e59e854920b665c7f1d498b5,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T01:47:15+00:00,2026-08-17T15:59:35+00:00,True
mn_l2,224,spatial_r4,42,200,epoch199_ema_top1,70.6,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r224/seed42/summary.csv,f7b35c2fc2be9c4cb0e4b26b941b7732dcb78c230ca0fe062e8ab0251e368553,0a0c2810a9ac9cc08adc801786700bc4df3e3c27cdc00abb529a7af0125c708d,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r224/seed42/manifest.json,3700ad23d8e1a11ff7c6bdcb3c6a846c945c6e756fbf4c6fec3406bfb931737a,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r224/seed42/completion.json,a6befec5729c3d9b9a9d497049fe17bce02be63ba9ba6e03da8c74ff827734a5,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r224/seed42/last.pth.tar,061fe9db5d8b4e91cf89ef41891c725d453e88da275250f674fdeafc7873659f,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r4_r224_seed42.json,a56b012d33f4619e02f8936f63eccde7aedfea9f998379b836534dcb23607a11,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T01:47:20+00:00,2026-08-17T09:01:53+00:00,True
mn_l2,224,spatial_r8,42,200,epoch199_ema_top1,68.87,32,8,200,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r224/seed42/summary.csv,e83cc295961b4dfc47fc72ca9574c2297c233ba78ab519058225415d5050ebe2,8907a97c7e3697c8596d7ae88c49948d51bf85c6ff86fae320a27c3b394e858d,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r224/seed42/manifest.json,8c6dcb77482e56ba0ae9421287e2f4a0d52dd2b0b87ff2cd75ed172ea951f544,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r224/seed42/completion.json,81cfaf9b8def98728f43ff38f9b006f5aca437d5aaa577f55451e33c7b8bf93f,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r8/r224/seed42/last.pth.tar,7dc4d0bf10830c85e9e52b0c3ba1d32d2d652e0c4b2bbacd9cf2dc783d97d253,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r8_r224_seed42.json,edd8b4fb20a56bc0d1b43753fa3c4775de4679c508b278b3658c5f83b6a847ef,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-17T02:20:14+00:00,2026-08-17T09:36:16+00:00,True
mn_l2,256,flat_w8_historical,42,200,epoch199_ema_top1,70.12,32,8,100,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r256/seed42/summary.csv,41b149c0ccb78c87253f4fa56227169fccbeed74897fd01e70b77ba86a35da60,ce0db02917cd371cb2295424e299a7f7a38d600e9cc83ecdd768b677f7af07e7,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r256/seed42/manifest.json,0712ebc3d8af2aea8b895ee659d322c126d41296b869ab8784c64466fe2f7701,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r256/seed42/completion.json,2f6a9d90426b9ef87cb708ef9dc23dee0f122dfe50094517006badbf136d06dd,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_resize_delivery_validation_20260810/runs/mn_l2/r256/seed42/last.pth.tar,8164d410b471f4411cb29a9e7345e262511a571388b59047f63dc16fb4aa8ec7,False,,,2a0c7ff66c32eb167aef459fdc04d3d188deb0d2c6f1d0428dcf1b3cceedc94d,8124e12a905b10e37a95d06e877aea7d5219be6f1026074c4ea1d196eed91ce3,2026-08-11T20:44:54+00:00,2026-08-12T07:45:34+00:00,True
mn_l2,256,global,42,200,epoch199_ema_top1,69.5,32,8,100,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r256/seed42/summary.csv,ddbc4ceebf45f864c0beeeb58909afea2ec8d4e6c4d1158cf1a6e2ac75f4aa00,a99a4990754126c6439b4fc10028e1095b5de572b55d415b4e75ac0b5e7aad1d,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r256/seed42/manifest.json,4b291c86ec18a98c44829a6d44b4da553a3bb49c8f530c2bf89ab6f5f1f760fb,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r256/seed42/completion.json,1f53f4e8eccbbe121a5606febba7ca7f43ce00e4cb3778d5c4226b0309701eee,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/global/r256/seed42/last.pth.tar,74709d6ef5c987df72e8296e823a0715f9917b257cf0c66916b9d2ad78b9f6aa,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_global_r256_seed42.json,5337c154a5e5fb488add77c98a0a74153cb7b78ab653e6449a9b8427f61358ce,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-15T23:06:35+00:00,2026-08-16T08:39:46+00:00,True
mn_l2,256,spatial_r1,42,200,epoch199_ema_top1,71.14,32,8,100,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r256/seed42/summary.csv,a3edbab1697bcf5243e7d26afb53ab83737cb86d2d18b6e7fc989176868de491,18294d09d5feef223661fb7e86eb0b803bef6bab4e870b4c187c8b59d2b46cd8,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r256/seed42/manifest.json,2fae16a896c35bc10cfc4ca56faa4e98ab3222d4e44559b5e6eceba85c4049ec,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r256/seed42/completion.json,28d51ffc6dab1684f6bdec04e99773d484a482820ce9e4e157d04df250c0e442,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r1/r256/seed42/last.pth.tar,286586a6928a5c381d0b784ff5abef6900c2d4e5b592d6021c7bec70d3e9a700,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r1_r256_seed42.json,b5bff1c4e49859ab43162b4e9108a73b637342921cfdd6e7ada7a2108f13bd57,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-15T23:37:20+00:00,2026-08-16T09:34:48+00:00,True
mn_l2,256,spatial_r2,42,200,epoch199_ema_top1,71.9,32,8,100,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r256/seed42/summary.csv,5f42f86d07757572280a41a58d20326256ce83e1620e68cbdbb8737288c4a2b4,671bb771ed613c89dd88e216c7ac8bff0ecc31e853e10058cd806a5e23aa1089,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r256/seed42/manifest.json,5c63509f862f2b6c606d82181146cd2d10d051bb599680fb3c308f53468542cb,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r256/seed42/completion.json,97db9d24376fc31631c340611c12a42bdfce0e1be8f840817e3d7bc0019f0085,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r2/r256/seed42/last.pth.tar,9ef58f05dedd4a37b45f63166c69fd23499799a3ceeb879e9ca8c4e9d9c1f90b,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r2_r256_seed42.json,e0f569614b9f5340ef510c3770b0a65700d2b4f72612f2bf7dfa8143a2b04077,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-16T02:05:48+00:00,2026-08-16T12:05:32+00:00,True
mn_l2,256,spatial_r3,42,200,epoch199_ema_top1,71.03,32,8,100,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r256/seed42/summary.csv,77b4d51a17f19dd6ae8834934047398f8622f84de5cb67994a830d9348c8ac18,8432bdba8d5c8ff0d3a825f970122653c522a35f20d90bcad29261a4252f9a0f,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r256/seed42/manifest.json,53bdfc77bcd410640da25f93619ecf02cf69682473f324b5702f4f5909f80f45,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r256/seed42/completion.json,27a8bd2ba86de82a4b278b74f90ea52298bcf4141d38f9e26932af667b1a9568,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r3/r256/seed42/last.pth.tar,98260ffb6b82e901fc93ea5f1b714930119697ea8867fe09d62549a485cb6d74,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r3_r256_seed42.json,98702986cb089ab364a6ded11eb0374cbed3360ce41b2040811e22bcab42d794,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-16T08:41:01+00:00,2026-08-16T18:42:52+00:00,True
mn_l2,256,spatial_r4,42,200,epoch199_ema_top1,70.76,32,8,100,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r256/seed42/summary.csv,aca445a8258036b8e7b4bbfd3bae2615544e5985d3b75c886ce60d438109869d,6c189831cc68086a5b61163deb26e63efea452a27042111035d8dcc8ad243abd,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r256/seed42/manifest.json,7759a4d512ada1bde48daf574621e92fb36c6cdcb2144fa3afe5af28dcc968e1,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r256/seed42/completion.json,bd7aeb2b9b1bb06fa27c68d9514299bdfa49b87508055632b3c559239f9b96e8,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/runs/mn_l2/spatial_r4/r256/seed42/last.pth.tar,2702e11f940242eb7728ce77352d145e6546cd664ed945650e414ea037be6250,False,/liziqing/yukai/otm_worktree_mncifar/work_dirs/classification/cifar_dtem_spatial_20260814/evaluation/checkpoint_parity/mn_l2_r4_r256_seed42.json,df4cf0cb7a1c160e868ef4883c6333aeb8d24e428870ab0cad75d2c986011ecd,9387828f5a90e2a2dfb2f68a0ffaaf812be81ca4fd4140d59373f7a57d0093fd,3c43e6a13aaa0a0037c012ccbddc84beb27d24957eb696cd736251ccb1d826f6,2026-08-16T09:27:45+00:00,2026-08-16T19:28:47+00:00,True
